,title,author,read_cnt,reply_cnt,timestamp
0,我的天，太可怕了。,白马股投资者,40,2,08-09 11:24
1,从5月份开始，一直输，怎么办？平均一个月输10w，到现在30w没了，[哭][哭],股友N25023c785,21,1,08-09 11:43
2,从我近两年的数据观察，想让大A好起来，很简单的办法！,文凯诺大数据,262,5,08-09 11:31
3,不知不觉秋来了。让我们忘记所有的过去。忘记所谓的牛市。风里淡淡有了秋的味道，秋已,北京小影,679,29,08-09 07:06
4,A股：证券股波动之大，成为市场一块心病！周三，风将往哪方向吹?,趋势与取舍,2630,24,08-08 04:38
5,半导体板块在利空的刺激下继续重挫。抓热点，抓热点,YLSFGPDX,24,1,08-09 11:50
6,7.19记录实操,股友hun8835,2607,28,07-19 05:05
7,葛兰：200万相当于我下楼买了一瓶可口可乐,白马飞奔黑马过林,15142,83,08-09 09:35
8,涨2个点跌半个月，摩根说的没错[大笑],炒股买卡宴,36,2,08-09 11:47
9,各大ETF，最优秀的还是515050和515000,江水流春去欲尽,383,15,08-08 11:23
10,A股今天必跌，因为美股跌了，，，跪好,拉萨天团梅超风,1,0,08-09 11:52
11,果然不出所料收一个阴十字星，大家可以关注一下2013年6月3日是不是也是一个阴十,一辈子做滑头,105,4,08-08 03:05
12,只有热点板块，其他的板块都趴下，这种行情适合那帮打短线的。市场钱就这么多，热钱就,渡_六尘,40,1,08-09 11:32
13,赔了8w不玩了！,多财满腹de蓝银皇,9,1,08-09 11:47
14,这种k线还敢买的都是勇士,etime007,9,1,08-09 11:45
15,这次回本，就销户，再也不炒A股，就算你10000点也不后悔，去美股玩，虽然美股也,机智的马舒茜,69,7,08-09 11:44
16,中午的午评咋写？房地产护盘，沪指上下波动10个点？个股3803家下跌？[大笑],风浪越大越精神,85,5,08-09 11:40
17,盘前盘中预判川金诺，今日-3-5可加仓，不T怎么玩差价，没直接卖是因为怕踏空，为,天意_NICAI,159,3,08-09 11:17
18,牛来咯，老乡进来接套咯[偷笑],股友2zM9616615,1,0,08-09 11:52
19,8-9节点空仓。中长线仓位无视波动。非节点时间点。感觉人都少了很多。[好困惑][,兔兔爱吃鱼,356,16,08-09 10:16
20,..大型一线名酒将借壳18亿小市值酒企，近期将公布，种种迹象已表明了，看不懂18,重组专业户,2215,18,07-29 07:50
21,大学生没有生活费加仓了，红一点可以嘛[哭],毕业养鱼,433,25,08-09 10:51
22,医药股们为什么联手大涨，内在逻辑股民要思考。严厉打击医药腐败，只会让医药股更坚强,风吟天下,75,1,08-09 11:27
23,指数没跌多少个股四五千家跌,股友707u23k980,44,1,08-09 09:32
24,$上证指数(SH000001)$,舟行水,1,0,08-09 11:52
25,今天的A股，出现了一个非常罕见现象，让我瞠目结舌，究竟发生什么事？,盘口老周,128,1,08-09 11:48
26,今天全是医疗天下明天就不知道了,吴限融光,1,0,08-09 11:51
27,倡议,伊哥尔,48,4,08-09 11:31
28,三年来最大上涨和回撤均超70%，高波动的恒生科技还能冲吗？,A股小挖基,6246,25,08-08 11:33
29,2023/8/8（周二）实盘操作：出局步步高，持有龙泉股份、美丽生态。,楠哥淘金,3813,36,08-08 03:11
30,这样不停的安装抄水机不干塘才怪，一边说要搞活资本市场(囗水战)一边科学化|P0发,风火轮985,18,0,08-09 11:51
31,你们自己看吧！懂的自然懂，不懂的人是叫不醒的。就像有一个好的赚钱渠道你会拿着喇叭,张婷Aa,10,0,08-09 11:51
32,8.8复盘：按部就班即可。注意量能，轮动可能开始了！,青云股志,365,7,08-08 06:57
33,突然间看到这张图，再有钱也抗不住资金这样流出…砖家说牛市来了[捂脸][捂脸][捂,小股大飞,274,10,08-08 06:54
34,惊天大逃亡[大笑],股友ORkY9X1190,34,2,08-08 02:30
35,已经满仓切换下班了！收盘涨停再晒持仓！[吃瓜][吃瓜][吃瓜],大满说股,13,0,08-09 11:50
36,变盘时间节点，指数可能绝地反击。毕竟前面说过ABC回踩几乎完成。上影线进一步诱空,不断求变,441,25,08-09 08:23
37,上证指数60日线拐头，快了快了，再坚持一下,老布说股,22,0,08-09 11:50
38,轮动个毛线，一个地方打不香？搞到大家追高都亏钱。,超短丨就是玩,70,2,08-09 11:06
39,券商行情引发的尴尬,韭菜的理财生活,395,7,08-09 10:43
40,8/9早盘策略：个股标的已出，其他留意证券能否趋势反包，持仓继续格局预期！,钱哥炒家龙头,3532,71,08-09 08:58
41,听外资的就对了！2800必到，必须的必,香香甜甜过大年,78,4,08-09 11:34
42,让我们一起喊T+0，反对的机构托就别往别的地方扯了，只要T+0，我们股市什么,ffzb,1983,126,07-29 10:02
43,2023-8-7大盘短线3281短线支撑和长线3231支撑考验3305小牛压力启,古东昇,307,6,08-07 10:24
44,中国股市被量化资金玩坏了，小散一定不要做量化资金的对手盘，他们快速拉升，你看都不,基民W0Dxnh,24,1,08-09 11:40
45,距离我们发财还有36个小时！,北冰洋投资,22562,22,08-09 06:30
46,浪潮信息：算力龙头，乘风破浪！迎来新一轮成长期.目前券商的朦胧利好还没有出来，正,招财猫投资人,473,3,08-09 07:26
47,只要来一波牛市，什么CPI。PPI···都能起来···哈哈,用时间追逐利润,36,0,08-09 11:49
48,？？？？？？？？？,零一二,59,2,08-09 11:44
49,你们自己看吧！懂的自然懂，不懂的人是叫不醒的。就像有一个好的赚钱渠道你会拿着喇叭,张婷Aa,15,0,08-09 11:49
50,"周未发个所谓利好“让股民赚钱去消费""，结果又是空炮，周一涨的不够赔。",newbear,44,1,08-09 11:39
51,8.9盘中偶尔临时,瑞茵成长记,1213,16,08-09 09:51
52,买菜的老奶奶笑着说，我一年银行定期收益都跑赢了80%的骨民,掏庄稼吉吉,79,5,08-09 11:36
53,现在A股既没有投机，也没有价值投资。你说谁还愿意来。成交量缩量就是最好的证明,顾所愿也,68,1,08-09 11:45
54,三一电动设备掀起批量交付潮！今年上半年，三一新能源牵引车、新能源自卸车、新能源搅,恐龙抗狼恐龙抗,491,10,08-09 08:24
55,茅台和农业银行今天收盘或将涨停（二股涨幅小于7%？20万粉丝归你,吉米米4530,224,3,08-09 10:41
56,怪不得老摩说的太对了，机构气急败坏了，出不来活了，看看指数还是乖乖的下去了，个股,火烧股市旺旺旺,8,0,08-09 11:49
57,上证指数十五分钟底背离，11:01将井喷向上…3350,吉米米4530,117,1,08-09 10:58
58,向上变盘时间,好运哥我来了,3696,43,08-08 12:39
59,大肖同志把牛放到哪去了！为什么你就不能蒙对一次？不是能力不行就是心肠……,白马云丹,4,0,08-09 11:48
60,8月市场如何运行，新的买点在哪里？,金铭预测,403,13,08-09 10:57
61,，真6,只会做埋伏,18,0,08-09 11:48
62,3322未过之前，60天线上继续轻指数重个股。8月2日，黄线上0，这三个交易日，,庄见愁丶,6547,150,08-04 02:10
63,一年365天，只要不休市，我一直满仓在里面，我知道像我这种人永远赚不了钱,雨天不撑伞的呆子,253,10,08-08 01:03
64,股市好玩，其魅力在于不确定性,股友8Z32850D29,17,0,08-09 11:48
65,今天的砸盘，你买了吗？- 8.8盘后分析,风兮清扬,1068,35,08-08 05:19
66,大A牛市开始了，阶段看至10000点，今天就是牛市起点！#券商股行情结束了？#,MK001,58,1,08-09 11:43
67,帐户每天都在亏钱，所谓的砖家们却都在说牛市来了，我该怎么办啊？兄弟们你们也是这种,小股少,11,0,08-09 11:48
68,打卡下班,金色满园实盘,2264,43,08-09 09:54
69,强势好股,黄金万两2018,10,0,08-09 11:48
70,半导体，动手！买一部分仓位先！,韩劳模,95,2,08-09 09:38
71,;'大型一线名酒将借壳18亿小市值酒企，近期将公布，种种迹象已表明了，看不懂18,重组专业户,1417,16,07-30 06:25
72,太假了，主力天天跑出去这么多资金也不见得狂回来，,基民vl0RLx,32,1,08-09 11:43
73,会有奇迹吗[奸笑],基民Xf5d8m,38,0,08-09 11:48
74,买券商，就不相信券商还能下去，大不了再调整几个月[旺柴],白净的朱枫2,47,0,08-09 11:48
75,分享一下3,西派作手,3285,191,04-20 09:03
76,白酒好大盘才是真的好[龙头][龙头],misapiiii,33,1,08-09 11:20
77,指数级别的涨法暂时没有，震荡适合它,八风无痕,1650,15,08-09 08:24
78,我的帖子环环相扣，若是不懂，请翻看前面,稳健小神石,72,1,08-09 11:41
79,全面注册制下酒企不能跨行业借壳，只能在酒企中实现同行业借壳,重组专业户,2190,12,08-08 12:26
80,我的帖子环环相扣，若是不懂，请翻看前面,稳健小神石,72,1,08-09 11:41
81,全面注册制下酒企不能跨行业借壳，只能在酒企中实现同行业借壳,重组专业户,2191,12,08-08 12:26
82,森马服饰马上起飞,股友rXE0QE,446,4,08-04 09:51
83,今天下跌的背后，竟然蕴含如此玄机!两亿散户还不明白，A股明天将是载入史册的一天!,股林盟主,30544,68,08-08 07:55
84,注意这三类风险，少走一半弯路！,哈哈姐聊理财,11,0,08-09 11:46
85,[赞],股友V0x8719210,17,0,08-09 11:46
86,五十线交叉，可能走下跌走势。或横盘，如量增大会上升。,股友13o8h25757,16,0,08-09 11:46
87,这就是百元股的下场，从154元砸到了5.57元！154元追涨！5.57元还在狠狠,价低出牛股,2555,27,08-09 10:16
88,有牛市，但很远。黎明前的黑暗不是那么好过的。,淦沣之星,33,0,08-09 11:46
89,我的消费多在股市里，难啊！,股友n3fWEo,23,1,08-09 11:42
90,今天买啥能让我明天赚钱，我直接满仓,正义地黄药师,126,8,08-09 11:38
91,临近8月中旬，震荡继续···但是距离大幅度的快速调整也更近了！,用时间追逐利润,170,5,08-07 01:26
92,不懂就问，中国股市是怎么做到如此优秀的？,炒A股纯属靠运气,75,3,08-09 11:34
93,北京明确灾后重建思路：一年基本恢复，三年全面提升北京日报客户端原创1个小时前·《,容光焕发的小乖乖,29,0,08-09 11:45
94,3246.01就是盘整背驰1买，接下来反弹去找3322，过3300，高抛！,南柯魍魉,116,2,08-09 11:02
95,按照月线看，还真是慢牛[囧],基民Xf5d8m,76,2,08-09 11:35
96,休息吧，资金一直在逃，拿什么去涨！一个病人，药一停，就废了。,随牛逐流886,84,3,08-09 11:36
97,2023年8月，史称“口头牛”,叙市XushiETF,17,0,08-09 11:44
98,我就不明白，内资狗们天天流出几百个亿，股票都是哪里买来的！,哥哥炒股要翻倍,35,1,08-09 11:38
99,医药医疗板块拉升是不是圈点钱好交罚款，定格处理也就是罚款拘人。,开朗的翻倍,26,0,08-09 11:44
100,【三十二万本金的炒股之路】开始日期：2023.5.1～今日赢亏：0，收盘市值：3,疯皇捏盘,2577,110,08-08 03:01
101,$上证指数(SH000001)$,富贵成金的小公主,123,6,08-07 02:28
102,[赞],股友V0x8719210,9,0,08-09 11:44
103,8/8【心语】什么也不放弃的人，往往会失去更珍贵的东西,紫炎林影分身,532,9,08-08 03:05
104,天神新材拿稳，布局部分N蒙古里301487,趋势聊股,730,17,08-09 10:13
105,这玩意要暴跌了[旺柴],股友廖可汗,20,0,08-09 11:44
106,又是一个三无的一天！炒A股吃上两个菜都很难啊[滴汗][滴汗],基民8d96070x17,47,0,08-09 11:44
107,一个月工资又没了,被套不加仓,56,2,08-09 11:34
108,今天资金从权重里大量流出，证券，银行，保险以及白酒资金都是大量出逃,海市圣楼,206,7,07-31 03:04
109,《每日一帖，向着50万目标》净资产12695 当日盈亏-1042 累计提8K,章太白,563,25,08-07 05:07
110,明日市场小析,烈雄之路,2358,109,08-07 07:00
111,强烈呼吁暂停新股发行，停止大股东减持，才能贯彻好中央政治局会议精神，才能活跃金融,参谋股吧大家谈,280,3,08-09 10:50
112,股市风险增大，国家队是否该出手了,芝麻开花步步涨,21,0,08-09 11:43
113,成熟股民的几条标志,神山秀水,588,2,08-07 03:46
114,老胡不得瑟了？,股神张择端,54,1,08-09 11:38
115,8.09  早评   证券板块出现跌停个股，行情就此告一段落？,不喝啤酒的啤酒肚,1516,5,08-09 07:33
116,完全是情绪市场，主力不发力都不敢动。,奇异的孙茜4,69,2,08-09 11:34
117,大盘很活跃，老乡别跑，让你赚钱,木甲林,64,2,08-09 11:28
118,收盘3230,金鹏大将丶入阵,17,0,08-09 11:42
119,每日一跌,wangleyinc,28,0,08-09 11:42
120,还有大跌等着呢,有内涵的圣手书生,27,0,08-09 11:42
121,这大盘看着每天就跌零点几，个股跌麻了,想清楚再出手,56,0,08-09 11:41
122,专家说的大牛终于来了,股友lUbvz0,27,1,08-09 11:34
123,东拉西拉的，还是没量，3000点以下玩吧,结实de雷神,36,0,08-09 11:41
124,大河来水小河满！三大股指60分钟级别金蛤蟆正在跺脚，即将起跳,旭日升朝阳起,253,9,08-09 11:10
125,砸盘的从来都是内资机狗,聚源泰,19,0,08-09 11:41
126,#医药股走强，能抄底吗？#,风云831016,33,0,08-09 11:41
127,继续在光伏产业链潜伏，你随意，希望板块轮动到光伏,机智的马舒茜,12,0,08-09 11:40
128,主板上市公司的综合科技含量远高于中小创。同意者请举手！,吉米米4530,558,10,12-21 05:31
129,次新股涨势很好。,YLSFGPDX,17,0,08-09 11:40
130,当前持有，海科新源，智能自控，翔腾新材，如需加仓或者减仓出局或者介入都会开帖提示,牛一灯灯mei95999,203,5,08-09 10:36
131,牛逼，到目前为止账户没红过,韭黄1,194,10,08-09 11:20
132,没有成交量，20日线有没有支程[看空],股友66569fP076,71,0,08-09 11:40
133,跌麻了。。。。。。,让子弹在飞一会儿,63,0,08-09 11:40
134,银行，券商，地产冲啊！别怂！,东方姐夫,21,0,08-09 11:40
135,想销户，但又不服输。。。。然后越来越惨,谢名汇,35,1,08-09 11:28
136,A股风云2023(27)~~下周(2023.08.07-2023.08.11)上证指数展望,指间峰谷,1808,28,08-05 12:25
137,我来了，不要慌，有我在呢，,坊间人称坐怀不乱,44,1,08-09 11:37
138,妥妥的牛市来了，加油冲啊！,买就跌卖就涨121,101,5,08-08 10:14
139,最好的利好就是牛市肯定要来，不买垃圾股，拿住就行。最差也是轮动牛。[上涨][上涨,持股4000只,25,0,08-09 11:39
140,家人们注意安全，耐心等待。现在是阴跌，急跌到3200-3180再。。。个人观点仅,股友e8685w8563,77,2,08-09 11:27
141,互关有没有？大于等于50人即可认证，我想借助大家的力量完成它[大笑],小散ETF,22,0,08-09 11:39
142,华虹上市落地；还有先正达、华电新能。会继续提升大家“投资信心”的[旺柴]。,朱赤昇理想笔谈_每日复盘,142,4,08-09 11:14
143,今日战报：亏损6千6百6,股2023败,66,2,08-09 11:33
144,不要走，后面还有重磅利好。,云烟深处,72,2,08-09 11:28
145,A股散户太难了，各种姿势被割,中国股市真的坑,76,3,08-09 11:23
146,重大利好海鸥住工：为了更好的实现人机交互公司目前主要在部分温控器产品中加入语音模,股友153120fV21,67,1,08-09 11:19
147,想玩的卧倒不动，不想玩的赶紧走人。,DK开鸿运,45,0,08-09 11:38
148,下周又可以打响3200保卫战[鼓掌],噪音0014,45,1,08-09 11:32
149,只有大券商才能救市。,股友6tnrqC5669,90,4,08-09 11:30
150,昨天被消费了4个车轮，今天被消费至少4个座椅了,Howard_zhang,16,0,08-09 11:38
151,2023/8/9,傾宏达,108,0,08-09 09:11
152,市场也会在这个位置震荡以后，会有更多的机会露出，我并不是很悲观。[胜利],投资之吻,583,17,08-08 04:48
153,周一的大盘预判是，上证盘中突破3300，但是收于3300下方，3290上方。粮食,Leason老白,947,14,08-08 08:18
154,还有一个多月就是中秋国庆小长假+暑假期间，旅游酒店航空机场、食品连锁等消费会走强,夜F0VJ75,37,1,08-09 11:25
155,第一个，圆月线和BS买入点，这两个指标在我，常州人说的，请尊重版权！不要自己学会,真假神一,47,0,08-09 11:37
156,恒瑞医药：股价炒高位、业绩差、企业反复编故事、二大机构连续不断出逃、实体阴线、股,飞黄积玉的小乔,50,0,08-09 11:37
157,炸锅了！刚刚重磅数据出炉引爆这个板块！全面加仓抄底？,哈哈姐聊理财,25,0,08-09 11:37
158,指数继续弱势震荡，继续缩量。房地产早盘弱修复，预期放低。金融这个板块就是千万不能,橘子大仙,55,0,08-09 11:37
159,你玩儿的太高。实在的，高高高高。医药板块儿。这几天跌跌，你净玩儿操跌，连涨两天了,富可大展de墨子,21,0,08-09 11:37
160,周一的大盘预判是，上证盘中突破3300，但是收于3300下方，3290上方。粮食,Leason老白,947,14,08-08 08:18
161,还有一个多月就是中秋国庆小长假+暑假期间，旅游酒店航空机场、食品连锁等消费会走强,夜F0VJ75,37,1,08-09 11:25
162,第一个，圆月线和BS买入点，这两个指标在我，常州人说的，请尊重版权！不要自己学会,真假神一,47,0,08-09 11:37
163,恒瑞医药：股价炒高位、业绩差、企业反复编故事、二大机构连续不断出逃、实体阴线、股,飞黄积玉的小乔,50,0,08-09 11:37
164,炸锅了！刚刚重磅数据出炉引爆这个板块！全面加仓抄底？,哈哈姐聊理财,25,0,08-09 11:37
165,指数继续弱势震荡，继续缩量。房地产早盘弱修复，预期放低。金融这个板块就是千万不能,橘子大仙,56,0,08-09 11:37
166,你玩儿的太高。实在的，高高高高。医药板块儿。这几天跌跌，你净玩儿操跌，连涨两天了,富可大展de墨子,21,0,08-09 11:37
167,请问大家这个星期大A红了几天？色盲证犯了,宏图来财的项羽,63,2,08-09 11:30
168,下午我会拉红，你们不信也得信，没别的，只想让你们挣钱,Verfolgungsjagd,40,0,08-09 11:37
169,来一个套一个来两个杀一双。哪里有资金敢进来。,股友G3P6bQ,73,2,08-09 11:30
170,满仓了、被套了没钱补仓了，没办法把银行存款转过来，唉!这算不算消费。,股友53x07215p7,33,0,08-09 11:36
171,自从炒股以后对男人越来越讨厌了,八方发财de古榕,291,9,08-09 11:20
172,3200点年线位置可坚决买入，耐心等待,东财网友6693513626511626,36,0,08-09 11:36
173,今天量要破八千,潮汕哈哈隆,34,1,08-09 11:32
174,垃圾堆,UBTmnc,12,0,08-09 11:36
175,美狗要完蛋了！我们赢麻了,癸某年旺财发财啊,45,1,08-09 11:31
176,出货中……下午暴跌！,原来鲜,31,0,08-09 11:36
177,我累了,大a还在3000点吗,20,0,08-09 11:36
178,人民对A股的美好向往,波段绝技,44,1,08-09 11:30
179,天天输只怪自己技不如人,股友830L0F7123,32,0,08-09 11:36
180,感觉下午券商该发力了，不然大盘难红！,金牛贺岁,64,1,08-09 11:32
181,通脉和新纺格局个把月，一直震荡横盘，微利出局。并非不看好，实在是磨人。通脉6个点,烽烟纵横,2719,70,08-08 08:59
182,摩根史坦利和李大霄到底该信谁的啊,我每一天都涨停,149,5,08-09 11:29
183,牛市来了，兄弟买起来,小韭神涨哥,32,1,08-09 11:31
184,现在不跑下午也就别想跑了[吃瓜],皮卡柴,11,0,08-09 11:35
185,跟着胡导进来的，亏十二个点了，连胡导都干托了，我也是服了。,生意富贵的诸葛亮,17,0,08-09 11:35
186,今天大盘铁定破46往下大跌,诚恳得赛拉,20,0,08-09 11:35
187,全网唯一的标准答案已经来了，接受所有人的验证！,盘口老周,1796,33,08-08 12:08
188,先正达很快就到了[想一下][想一下],红花长亭,32,0,08-09 11:35
189,上午不走的，下午就接受暴击吧,苦命的小散,22,0,08-09 11:35
190,10分钟3个房地产的公积金住房提取新闻，现在的人不买房有没有可能是房价高了,定一个亿的小目标,27,1,08-09 11:29
191,出口数据又是暴跌，马上二季报，跑,股友883916FM62,12,0,08-09 11:34
192,该死的主力资金就是市场的敌人！,邪不压正正,11,0,08-09 11:34
193,只能靠房地产券商了,newxsn,25,0,08-09 11:34
194,牛市越来越牛了，都会牛回头了,醉剑看花,13,0,08-09 11:34
195,智慧变弱冲一下就跑了，干省广,千万别到处割肉,84,0,08-09 11:34
196,如此软弱绵绵，猜测后面必有大爆跌，目前以跑为主,股友DCTTy1,42,1,08-09 11:27
197,最近建议大家都别买，所有板块都在高位，月线都向下，各种利好都出来，这样只会越买越,林子楠,28,1,08-09 11:27
198,的牛市还是牛,小县城的郊外,33,0,08-09 11:34
199,报道检察机关进驻，好好挖一挖,东财网友5785513660669800,23,0,08-09 11:33
200,资金都从券商，银行，互联网出来在上个周全部进医药医疗创新药，，，科源为代表的拉升,股友6lfIxP,41,0,08-09 11:33
201,五月可能是全年高点,默默无音,6786,104,04-17 03:03
202,拉红，支愣起来,外面乱不想去看,33,2,08-09 10:55
203,证券行情后，无强接力的板块轮动,股友8Z32850D29,37,0,08-09 11:18
204,主力资金还蛮多的，一直在流出，一直流不完,程近南,16,0,08-09 11:33
205,指数要应来快速杀跌，六七月会有很不错的赚钱效应,古城大哥,7747,672,05-23 07:18
206,又是3700多绿油油……,有理智的令狐冲,29,0,08-09 11:33
207,对庄家来讲，应该已经控盘，为了折磨散户，甩掉一些机构大户，进行打压洗盘，低位吸筹,popop10151,26,0,08-09 11:32
208,一周游！忽悠！,影影枫,20,0,08-09 11:32
209,大盘很活跃，都赚钱了？,木甲林,39,2,08-09 11:23
210,计算机设备又板了，还拿着，早农产品加工也板了。,炒股养家008,810,25,08-08 08:41
211,房地产要变天！情况可能没有想象中乐观,指汇盈,7990,28,07-30 06:53
212,看来要跌一星期，外资机构说对了。,西域MSSH,44,0,08-09 11:32
213,转发,第一报到,22,0,08-09 11:32
214,这里是最真实的原生态。说什么不如看做什么。,年年发财年年乐,31,0,08-09 11:32
215,我是老百姓我买了股票也买了基金，怎么一买就亏了。,股友9DF19629408,28,0,08-09 11:32
216,量，价，势！,无量不进,40190,932,07-19 12:54
217,天天喊牛，牛被吓跑了,平稳起飞001,48,1,08-09 11:24
218,画饼充饥何时休,梦里翱翔,25,0,08-09 11:31
219,8月份账户就没红过，天天大亏！,股友Q6TgY9,22,0,08-09 11:31
220,谁给你们说的下跌就一定亏钱，现在随时T加仓筹码怎么也得赚钱吧！[色][色][色],天意_NICAI,223,5,08-09 11:05
221,人家给评级还不服呢看看吧烂泥扶不上墙,永不止步27,19,0,08-09 11:31
222,[赞]人气十足啊[大笑]，没人愿意进场玩了[赞],股友dA9xkE,46,0,08-09 11:31
223,我累了，我想哭，21岁的年纪让我遇到你，这还咋玩，连续暴跌三天，这么搞谁还信你。,有个梦叫黎神,105,4,08-09 11:24
224,又骗一次，套牢,股友NdFYxJ,32,0,08-09 11:31
225,每天都是低开，然后白盘震荡个没完，跟开盘价差不多,ssy244260,97,7,08-09 09:42
226,gou主力,股友D7057i1313,30,0,08-09 11:31
227,虽然近4000下跌，但我们还有超1000上涨,买啥啥跌卖了涨,15,0,08-09 11:31
228,专家喊不出牛市的。观点不变。最近拿着医药票子的朋友损失惨重。我现在有点谈药色变了,釜底抽薪431784,134,1,08-08 09:35
229,2023年下半年走势。。。,ST淡泊名利,12505,387,06-16 08:56
230,3400家跌而已。不错了今天,又扑街啦啦啦,95,6,08-09 10:47
231,就6月之前人工智能稍微不亏钱6月开始亏到现在这特么的毕竟城投地产小百万亿的债,一键涨停123,32,0,08-09 11:30
232,今日大盘：昨天说大盘是一个变盘的窗口期，以为它会雄起。但是，还是出现向下的中阴线,广东粤意,1802,51,07-21 09:07
233,坐等指数一根大阴线,东兰溪北,29,0,08-09 11:30
234,背离的隐患！,君隆寶,2673,24,08-08 09:12
235,刺激消费，惠极数亿民众！,针西,40,1,08-09 11:25
